NC_000853.1	Thermotoga maritima
NC_011333.1	Helicobacter pylori
NC_011353.1	Escherichia coli
NC_011365.1	Gluconacetobacter diazotrophicus
NC_011369.1	Rhizobium leguminosarum
NC_011374.1	Ureaplasma urealyticum
NC_011375.1	Streptococcus pyogenes
NC_011386.1	Oligotropha carboxidovorans
NC_011415.1	Escherichia coli
NC_011420.2	Rhodospirillum centenum
NC_011498.1	Helicobacter pylori
NC_011527.1	Coxiella burnetii
NC_011528.1	Coxiella burnetii
NC_011565.1	Candidatus Azobacteroides
NC_011566.1	Shewanella piezotolerans
NC_011567.1	Anoxybacillus flavithermus
NC_011586.1	Acinetobacter baumannii
NC_011593.1	Bifidobacterium longum
NC_011595.1	Acinetobacter baumannii
NC_011601.1	Escherichia coli
NC_011653.1	Thermosipho africanus
NC_011658.1	Bacillus cereus
NC_011660.1	Listeria monocytogenes
NC_011661.1	Dictyoglomus turgidum
NC_011662.2	Thauera sp.
NC_011663.1	Shewanella baltica
NC_011666.1	Methylocella silvestris
NC_011725.1	Bacillus cereus
NC_011726.1	Cyanothece sp.
NC_011728.1	Borrelia burgdorferi
NC_011729.1	Cyanothece sp.
NC_011740.1	Escherichia fergusonii
NC_011741.1	Escherichia coli
NC_011744.2	Vibrio splendidus
NC_011748.1	Escherichia coli
NC_011750.1	Escherichia coli
NC_011751.1	Escherichia coli
NC_011753.2	Vibrio splendidus
NC_011757.1	Methylobacterium extorquens
NC_011761.1	Acidithiobacillus ferrooxidans
NC_011768.1	Desulfatibacillum alkenivorans
NC_011769.1	Desulfovibrio vulgaris
NC_011770.1	Pseudomonas aeruginosa
NC_011772.1	Bacillus cereus
NC_011773.1	Bacillus cereus
NC_011830.1	Desulfitobacterium hafniense
NC_011831.1	Chloroflexus aggregans
NC_011835.1	Bifidobacterium animalis
NC_011837.1	Clostridium kluyveri
NC_011852.1	Haemophilus parasuis
NC_011883.1	Desulfovibrio desulfuricans
NC_011884.1	Cyanothece sp.
NC_011886.1	Pseudarthrobacter chlorophenolicus
NC_011891.1	Anaeromyxobacter dehalogenans
NC_011894.1	Methylobacterium nodulans
NC_011896.1	Mycobacterium leprae
NC_011898.1	[Clostridium] cellulolyticum
NC_011899.1	Halothermothrix orenii
NC_011900.1	Streptococcus pneumoniae
NC_011901.1	Thioalkalivibrio sulfidiphilus
NC_011916.1	Caulobacter crescentus
NC_011958.1	Rhodobacter sphaeroides
NC_011959.1	Thermomicrobium roseum
NC_011963.1	Rhodobacter sphaeroides
NC_011969.1	Bacillus cereus
NC_011978.1	Thermotoga neapolitana
NC_011978.1	Thermotoga sp.
NC_011979.1	Geobacter daltonii
NC_011983.1	Agrobacterium radiobacter
NC_011985.1	Agrobacterium radiobacter
NC_011988.1	Agrobacterium vitis
NC_011989.1	Agrobacterium vitis
NC_011992.1	Acidovorax ebreus
NC_011993.1	Escherichia coli
NC_011999.1	Macrococcus caseolyticus
NC_012004.1	Streptococcus uberis
NC_012026.1	Anaplasma marginale
NC_012032.1	Chloroflexus sp.
NC_012034.1	Caldicellulosiruptor bescii
NC_012039.1	Campylobacter lari
NC_012108.1	Desulfobacterium autotrophicum
NC_012115.1	Nautilia profundicola
NC_012121.1	Staphylococcus carnosus
NC_012125.1	Salmonella enterica
NC_012207.1	Mycobacterium bovis
NC_012207.1	Mycobacterium microti
NC_012214.1	Erwinia pyrifoliae
NC_012416.1	Wolbachia sp.
NC_012438.1	Sulfurihydrogenibium azorense
NC_012440.1	Persephonella marina
NC_012441.1	Brucella melitensis
NC_012442.1	Brucella melitensis
NC_012466.1	Streptococcus pneumoniae
NC_012467.1	Streptococcus pneumoniae
NC_012468.1	Streptococcus pneumoniae
NC_012469.1	Streptococcus pneumoniae
NC_012470.1	Streptococcus equi
NC_012472.1	Bacillus cereus
NC_012483.1	Acidobacterium capsulatum
NC_012488.1	Listeria monocytogenes
NC_012489.1	Gemmatimonas aurantiaca
NC_012490.1	Rhodococcus erythropolis
NC_012491.1	Brevibacillus brevis
NC_012522.1	Rhodococcus opacus
NC_012526.1	Deinococcus deserti
NC_012559.1	Laribacter hongkongensis
NC_012560.1	Azotobacter vinelandii
NC_012563.1	Clostridium botulinum
NC_012578.1	Vibrio cholerae
NC_012580.1	Vibrio cholerae
NC_012581.1	Bacillus anthracis
NC_012583.1	Vibrio cholerae
NC_012587.1	Sinorhizobium fredii
NC_012590.1	Corynebacterium aurimucosum
NC_012590.1	Corynebacterium singulare
NC_012590.1	Corynebacterium ureicelerivorans
NC_012633.1	Rickettsia africae
NC_012658.1	Clostridium botulinum
NC_012659.1	Bacillus anthracis
NC_012660.1	Pseudomonas fluorescens
NC_012667.1	Vibrio cholerae
NC_012668.1	Vibrio cholerae
NC_012669.1	Beutenbergia cavernae
NC_012673.1	Exiguobacterium sp.
NC_012691.1	Tolumonas auensis
NC_012704.1	Corynebacterium kroppenstedtii
NC_012721.2	Burkholderia glumae
NC_012724.2	Burkholderia glumae
NC_012731.1	Klebsiella pneumoniae
NC_012759.1	Escherichia coli
NC_012778.1	[Eubacterium] eligens
NC_012779.2	Edwardsiella ictaluri
NC_012781.1	[Eubacterium] rectale
NC_012785.1	Kosmotoga olearia
NC_012791.1	Variovorax paradoxus
NC_012792.1	Variovorax paradoxus
NC_012793.1	Geobacillus sp.
NC_012796.1	Desulfovibrio magneticus
NC_012803.1	Micrococcus luteus
NC_012808.1	Methylobacterium extorquens
NC_012814.1	Bifidobacterium animalis
NC_012815.1	Bifidobacterium animalis
NC_012846.1	Bartonella grahamii
NC_012850.1	Rhizobium leguminosarum
NC_012856.1	Ralstonia pickettii
NC_012857.1	Ralstonia pickettii
NC_012881.1	Desulfovibrio salexigens
NC_012891.1	Streptococcus dysgalactiae
NC_012892.2	Escherichia coli
NC_012913.1	Aggregatibacter aphrophilus
NC_012914.1	Paenibacillus sp.
NC_012917.1	Pectobacterium carotovorum
NC_012918.1	Geobacter sp.
NC_012924.1	Streptococcus suis
NC_012925.1	Streptococcus suis
NC_012926.1	Streptococcus suis
NC_012943.1	Mycobacterium tuberculosis
NC_012947.1	Escherichia coli
NC_012962.1	Photorhabdus asymbiotica
NC_012967.1	Escherichia coli
NC_012968.1	Methylotenera mobilis
NC_012969.1	Methylovorus glucosetrophus
NC_012971.2	Escherichia coli
NC_012973.1	Helicobacter pylori
NC_012982.1	Hirschia baltica
NC_012984.1	Lactobacillus plantarum
NC_012985.3	Candidatus Liberibacter
NC_012988.1	Methylobacterium extorquens
NC_012997.1	Teredinibacter turnerae
NC_013008.1	Escherichia coli
NC_013016.1	Neisseria meningitidis
NC_013037.1	Dyadobacter fermentans
NC_013061.1	Pedobacter heparinus
NC_013062.1	Flavobacteriaceae bacterium
NC_013093.1	Actinosynnema mirum
NC_013118.1	Brucella microti
NC_013119.1	Brucella microti
NC_013124.1	Acidimicrobium ferrooxidans
NC_013131.1	Catenulispora acidiphila
NC_013132.1	Chitinophaga pinensis
NC_013159.1	Saccharomonospora viridis
NC_013161.1	Cyanothece sp.
NC_013162.1	Capnocytophaga ochracea
NC_013165.1	Slackia heliotrinireducens
NC_013166.1	Kangiella koreensis
NC_013169.1	Kytococcus sedentarius
NC_013170.1	Cryptobacterium curtum
NC_013171.1	Anaerococcus prevotii
NC_013172.1	Brachybacterium faecium
NC_013173.1	Desulfomicrobium baculatum
NC_013174.1	Jonesia denitrificans
NC_013192.1	Leptotrichia buccalis
NC_013194.1	Candidatus Accumulibacter
NC_013203.1	Atopobium parvulum
NC_013204.1	Eggerthella lenta
NC_013205.1	Alicyclobacillus acidocaldarius
NC_013209.1	Acetobacter pasteurianus
NC_013216.1	Desulfotomaculum acetoxidans
NC_013222.1	Robiginitalea biformata
NC_013223.1	Desulfohalobium retbaense
NC_013235.1	Nakamurella multipartita
NC_013282.2	Cronobacter turicensis
NC_013315.1	Clostridium difficile
NC_013353.1	Escherichia coli
NC_013355.1	Zymomonas mobilis
NC_013361.1	Escherichia coli
NC_013364.1	Escherichia coli
NC_013385.1	Ammonifex degensii
NC_013406.1	Paenibacillus sp.
NC_013410.1	Fibrobacter succinogenes
NC_013411.1	Geobacillus sp.
NC_013412.1	Geobacillus sp.
NC_013421.1	Pectobacterium parmentieri
NC_013422.1	Halothiobacillus neapolitanus
NC_013440.1	Haliangium ochraceum
NC_013441.1	Gordonia bronchialis
NC_013446.2	Comamonas testosteroni
NC_013450.1	Staphylococcus aureus
NC_013456.1	Vibrio antiquarius
NC_013457.1	Vibrio antiquarius
NC_013501.1	Rhodothermus marinus
NC_013504.1	Lactobacillus johnsonii
NC_013508.1	Edwardsiella tarda
NC_013510.1	Thermomonospora curvata
NC_013511.1	Mycoplasma hominis
NC_013512.1	Sulfurospirillum deleyianum
NC_013515.1	Streptobacillus moniliformis
NC_013517.1	Sebaldella termitidis
NC_013520.1	Veillonella parvula
NC_013521.1	Sanguibacter keddieii
NC_013522.1	Thermanaerovibrio acidaminovorans
NC_013523.1	Sphaerobacter thermophilus
NC_013524.1	Sphaerobacter thermophilus
NC_013525.1	Thermobaculum terrenum
NC_013526.1	Thermobaculum terrenum
NC_013530.1	Xylanimonas cellulosilytica
NC_013532.1	Anaplasma centrale
NC_013552.1	Dehalococcoides mccartyi
NC_013592.1	Dickeya zeae
NC_013595.1	Streptosporangium roseum
NC_013642.1	Thermotoga naphthophila
NC_013654.1	Escherichia coli
NC_013656.1	Lactococcus lactis
NC_013714.1	Bifidobacterium dentium
NC_013715.1	Rothia mucilaginosa
NC_013716.1	Citrobacter rodentium
NC_013720.1	Pirellula staleyi
NC_013721.1	Gardnerella vaginalis
NC_013722.1	Xanthomonas albilineans
NC_013729.1	Kribbella flavida
NC_013739.1	Conexibacter woesei
NC_013740.1	Acidaminococcus fermentans
NC_013757.1	Geodermatophilus obscurus
NC_013766.2	Listeria monocytogenes
NC_013768.1	Listeria monocytogenes
NC_013791.2	Bacillus pseudofirmus
NC_013798.1	Streptococcus gallolyticus
NC_013799.1	Hydrogenobacter thermophilus
NC_013850.1	Klebsiella variicola
NC_013851.1	Allochromatium vinosum
NC_013853.1	Streptococcus mitis
NC_013854.1	Azospirillum sp.
NC_013861.1	Legionella longbeachae
NC_013889.1	Thioalkalivibrio sp.
NC_013890.1	Dehalococcoides mccartyi
NC_013891.1	Listeria seeligeri
NC_013892.1	Xenorhabdus bovienii
NC_013893.1	Staphylococcus lugdunensis
NC_013894.1	Thermocrinis albus
NC_013895.2	Mageeibacillus indolicus
NC_013921.1	Thermoanaerobacter italicus
NC_013928.1	Streptococcus mutans
NC_013929.1	Streptomyces scabiei
NC_013939.1	Deferribacter desulfuricans
NC_013941.1	Escherichia coli
NC_013943.1	Denitrovibrio acetiphilus
NC_013946.1	Meiothermus ruber
NC_013947.1	Stackebrandtia nassauensis
NC_013948.1	Mycoplasma agalactiae
NC_013949.1	Helicobacter mustelae
NC_013956.2	Pantoea ananatis
NC_013959.1	Sideroxydans lithotrophicus
NC_013960.1	Nitrosococcus halophilus
NC_013961.1	Erwinia amylovora
NC_014006.1	Sphingobium japonicum
NC_014008.1	Coraliomargarita akajimensis
NC_014010.1	Candidatus Puniceispirillum
NC_014011.1	Aminobacterium colombiense
NC_014012.1	Shewanella violacea
NC_014013.1	Sphingobium japonicum
NC_014014.1	Mycoplasma crocodyli
NC_014019.1	Bacillus megaterium
NC_014029.1	Yersinia pestis
NC_014032.1	Salinibacter ruber
NC_014033.1	Prevotella ruminicola
NC_014034.1	Rhodobacter capsulatus
NC_014039.1	Propionibacterium acnes
NC_014041.1	Zunongwangia profunda
NC_014098.1	Kyrpidia tusciae
NC_014100.1	Caulobacter segnis
NC_014103.1	Bacillus megaterium
NC_014117.1	Burkholderia sp.
NC_014118.1	Burkholderia sp.
NC_014119.1	Burkholderia sp.
NC_014121.1	Enterobacter cloacae
NC_014125.1	Legionella pneumophila
NC_014136.1	Leuconostoc kimchii
NC_014147.1	Moraxella catarrhalis
NC_014148.1	Planctopirus limnophila
NC_014150.1	Brachyspira murdochii
NC_014151.1	Cellulomonas flavigena
NC_014152.1	Thermincola potens
NC_014153.1	Thiomonas intermedia
NC_014158.1	Tsukamurella paurometabola
NC_014165.1	Thermobispora bispora
NC_014166.1	Arcobacter nitrofigilis
NC_014168.1	Segniliparus rotundus
NC_014169.1	Bifidobacterium longum
NC_014171.1	Bacillus thuringiensis
NC_014206.1	Geobacillus sp.
NC_014207.1	Methylotenera versatilis
NC_014209.1	Thermoanaerobacter mathranii
NC_014210.1	Nocardiopsis dassonvillei
NC_014211.1	Nocardiopsis dassonvillei
NC_014212.1	Meiothermus silvanus
NC_014215.1	Propionibacterium freudenreichii
NC_014216.1	Desulfurivibrio alkaliphilus
NC_014217.1	Starkeya novella
NC_014218.1	Arcanobacterium haemolyticum
NC_014219.1	[Bacillus] selenitireducens
NC_014220.1	Syntrophothermus lipocalidus
NC_014221.1	Truepera radiovictrix
NC_014225.1	Waddlia chondrophila
NC_014230.1	Croceibacter atlanticus
NC_014246.1	Mobiluncus curtisii
NC_014248.1	'Nostoc azollae'
NC_014251.1	Streptococcus pneumoniae
NC_014256.1	Helicobacter pylori
NC_014259.1	Acinetobacter oleivorans
NC_014306.1	Erwinia billingiae
NC_014311.1	Ralstonia solanacearum
NC_014313.1	Hyphomicrobium denitrificans
NC_014314.1	Dehalogenimonas lykanthroporepellens
NC_014315.1	Nitrosococcus watsonii
NC_014318.1	Amycolatopsis mediterranei
NC_014319.1	Leuconostoc gasicomitatum
NC_014323.1	Herbaspirillum seropedicae
NC_014328.1	Clostridium ljungdahlii
NC_014329.1	Corynebacterium pseudotuberculosis
NC_014330.1	Brachyspira pilosicoli
NC_014334.2	Lactobacillus casei
NC_014335.1	Bacillus cereus
NC_014355.1	Candidatus Nitrospira
NC_014363.1	Olsenella uli
NC_014364.1	Sediminispirochaeta smaragdinae
NC_014365.1	Desulfarculus baarsii
NC_014366.1	gamma proteobacterium
NC_014370.1	Prevotella melaninogenica
NC_014371.1	Prevotella melaninogenica
NC_014375.1	Brevundimonas subvibrioides
NC_014376.1	[Clostridium] saccharolyticum
NC_014377.1	Thermosediminibacter oceani
NC_014378.1	Acetohalobium arabaticum
NC_014387.1	Butyrivibrio proteoclasticus
NC_014388.1	Butyrivibrio proteoclasticus
NC_014391.1	Micromonospora aurantiaca
NC_014392.1	Caldicellulosiruptor obsidiansis
NC_014393.1	Clostridium cellulovorans
NC_014394.1	Gallionella capsiferriformans
NC_014410.1	Thermoanaerobacterium thermosaccharolyticum
NC_014414.1	Parvularcula bermudensis
NC_014448.1	Mycoplasma hyorhinis
NC_014472.1	Maribacter sp.
NC_014483.2	Paenibacillus polymyxa
NC_014484.1	Spirochaeta thermophila
NC_014494.1	Streptococcus pneumoniae
NC_014498.1	Streptococcus pneumoniae
NC_014500.1	Dickeya dadantii
NC_014501.1	Cyanothece sp.
NC_014506.1	Sulfurimonas autotrophica
NC_014538.1	Thermoanaerobacter sp.
NC_014539.1	Burkholderia sp.
NC_014540.1	Burkholderia sp.
NC_014541.1	Ferrimonas balearica
NC_014550.1	Arthrobacter arilaitensis
NC_014551.1	Bacillus amyloliquefaciens
NC_014552.1	Mycoplasma fermentans
NC_014554.1	Lactobacillus plantarum
NC_014555.1	Helicobacter pylori
NC_014560.1	Helicobacter pylori
NC_014562.1	Pantoea vagans
NC_014614.1	Clostridium sticklandii
NC_014616.1	Bifidobacterium bifidum
NC_014618.1	Enterobacter lignolyticus
NC_014622.2	Paenibacillus polymyxa
NC_014623.1	Stigmatella aurantiaca
NC_014624.2	Eubacterium limosum
NC_014625.1	Ketogulonicigenium vulgare
NC_014632.1	Ilyobacter polytropus
NC_014638.1	Bifidobacterium bifidum
NC_014639.1	Bacillus atrophaeus
NC_014640.1	Achromobacter xylosoxidans
NC_014643.1	Rothia dentocariosa
NC_014644.1	Gardnerella vaginalis
NC_014650.1	Geobacillus sp.
NC_014652.1	Caldicellulosiruptor hydrothermalis
NC_014654.1	Halanaerobium hydrogeniformans
NC_014655.1	Leadbetterella byssophila
NC_014656.1	Bifidobacterium longum
NC_014657.1	Caldicellulosiruptor owensensis
NC_014659.1	Rhodococcus equi
NC_014664.1	Rhodomicrobium vannielii
NC_014666.1	Frankia inefficax
NC_014720.1	Caldicellulosiruptor kronotskyensis
NC_014721.1	Caldicellulosiruptor kristjanssonii
NC_014722.1	Burkholderia rhizoxinica
NC_014727.1	Lactobacillus delbrueckii
NC_014733.1	Methylovorus sp.
NC_014734.1	Paludibacter propionicigenes
NC_014738.1	Riemerella anatipestifer
NC_014751.1	Mycoplasma leachii
NC_014752.1	Neisseria lactamica
NC_014758.1	Calditerrivibrio nitroreducens
NC_014759.1	Marivirga tractuosa
NC_014760.1	Mycoplasma bovis
NC_014761.1	Oceanithermus profundus
NC_014762.1	Sulfuricurvum kujiense
NC_014774.1	Candidatus Liberibacter
NC_014800.1	Pseudoalteromonas sp.
NC_014803.1	Pseudoalteromonas sp.
NC_014814.1	Mycobacterium gilvum
NC_014815.1	Micromonospora sp.
NC_014816.1	Asticcacaulis excentricus
NC_014817.1	Asticcacaulis excentricus
NC_014828.1	Ethanoligenens harbinense
NC_014829.1	Bacillus cellulosilyticus
NC_014830.1	Intrasporangium calvum
NC_014831.1	Thermaerobacter marianensis
NC_014833.1	Ruminococcus albus
NC_014834.1	Rhodopseudomonas palustris
NC_014836.1	Desulfurispirillum indicum
NC_014837.1	Pantoea sp.
NC_014844.1	Desulfovibrio aespoeensis
NC_014910.1	Alicycliphilus denitrificans
NC_014914.1	Taylorella equigenitalis
NC_014915.1	Geobacillus sp.
NC_014920.1	Haemophilus influenzae
NC_014921.1	Mycoplasma fermentans
NC_014922.1	Haemophilus influenzae
NC_014923.1	Mesorhizobium ciceri
NC_014924.1	Pseudoxanthomonas suwonensis
NC_014925.1	Staphylococcus pseudintermedius
NC_014926.1	Thermovibrio ammonificans
NC_014931.1	Variovorax paradoxus
NC_014932.1	Bartonella clarridgeiae
NC_014933.1	Bacteroides helcogenes
NC_014934.1	Cellulophaga algicola
NC_014935.1	Nitratifractor salsuginis
NC_014958.1	Deinococcus maricopensis
NC_014960.1	Anaerolinea thermophila
NC_014962.1	Isosphaera pallida
NC_014963.1	Terriglobus saanensis
NC_014964.1	Thermoanaerobacter brockii
NC_014965.1	Vibrio vulnificus
NC_014966.1	Vibrio vulnificus
NC_014973.1	Geobacter sp.
NC_014974.1	Thermus scotoductus
NC_014976.1	Bacillus subtilis
NC_015052.1	Bifidobacterium longum
NC_015061.1	Rahnella sp.
NC_015064.1	Granulicella tundricola
NC_015067.1	Bifidobacterium longum
NC_015125.1	Microbacterium testaceum
NC_015136.1	Burkholderia sp.
NC_015137.1	Burkholderia sp.
NC_015138.1	Acidovorax avenae
NC_015144.1	Weeksella virosa
NC_015145.1	Pseudarthrobacter phenanthrenivorans
NC_015152.1	Sphaerochaeta globosa
NC_015160.1	Odoribacter splanchnicus
NC_015161.1	Deinococcus proteolyticus
NC_015164.1	Bacteroides salanitronis
NC_015167.1	Cellulophaga lytica
NC_015172.1	Syntrophobotulus glycolicus
NC_015174.1	Rubinisphaera brasiliensis
NC_015177.1	Pseudopedobacter saltans
NC_015183.1	Agrobacterium sp.
NC_015185.1	Desulfurobacterium thermolithotrophum
NC_015186.1	Acidiphilium multivorum
NC_015214.1	Lactobacillus amylovorus
NC_015215.1	Streptococcus gallolyticus
NC_015222.1	Nitrosomonas sp.
NC_015224.1	Yersinia enterocolitica
NC_015259.1	Polymorphum gilvum
NC_015275.1	Clostridium lentocellum
NC_015276.1	Marinomonas mediterranea
NC_015277.1	Sphingobacterium sp.
NC_015278.1	Aerococcus urinae
NC_015291.1	Streptococcus oralis
NC_015311.1	Prevotella denticola
NC_015312.1	Pseudonocardia dioxanivorans
NC_015318.1	Hippea maritima
NC_015321.1	Fluviicola taffensis
NC_015376.1	Burkholderia gladioli
NC_015379.1	Pseudomonas brassicacearum
NC_015381.1	Burkholderia gladioli
NC_015385.1	Treponema succinifaciens
NC_015387.1	Marinithermus hydrothermalis
NC_015388.1	Desulfobacca acetoxidans
NC_015389.1	Coriobacterium glomerans
NC_015391.1	Carnobacterium sp.
NC_015410.1	Pseudomonas mendocina
NC_015422.1	Alicycliphilus denitrificans
NC_015424.1	Aeromonas veronii
NC_015425.1	Clostridium botulinum
NC_015428.1	Lactobacillus buchneri
NC_015431.1	Mycoplasma mycoides
NC_015433.1	Streptococcus suis
NC_015434.1	Verrucosispora maris
NC_015436.1	Sphaerochaeta coccoides
NC_015437.1	Selenomonas sputigena
NC_015458.1	Pusillimonas sp.
NC_015460.1	Gallibacterium anatis
NC_015496.1	Dokdonia sp.
NC_015497.1	Glaciecola sp.
NC_015499.1	Thermodesulfobium narugense
NC_015500.1	Treponema brennaborense
NC_015501.1	Porphyromonas asaccharolytica
NC_015508.1	Agrobacterium sp.
NC_015510.1	Haliscomenobacter hydrossis
NC_015514.1	Cellulomonas fimi
NC_015519.1	Tepidanaerobacter acetatoxydans
NC_015520.1	Mahella australiensis
NC_015554.1	Alteromonas naphthalenivorans
NC_015555.1	Thermoanaerobacterium xylanolyticum
NC_015556.1	Pseudomonas fulva
NC_015558.1	Streptococcus parauberis
NC_015559.1	Marinomonas posidonica
NC_015563.1	Delftia sp.
NC_015564.1	Hoyosella subflava
NC_015565.1	Desulfotomaculum nigrificans
NC_015566.1	Serratia sp.
NC_015567.1	Serratia plymuthica
NC_015571.1	Porphyromonas gingivalis
NC_015572.1	Methylomonas methanica
NC_015576.1	Mycobacterium sinense
NC_015577.1	Treponema azotonutricium
NC_015578.1	Treponema primitia
NC_015580.1	Novosphingobium sp.
NC_015581.1	Thioalkalimicrobium cyclicum
NC_015587.1	Hydrogenobaculum sp.
NC_015588.1	Isoptericola variabilis
NC_015589.1	Desulfotomaculum ruminis
NC_015590.1	Sinorhizobium meliloti
NC_015591.1	Sinorhizobium meliloti
NC_015593.1	Sphingobium chlorophenolicum
NC_015594.1	Sphingobium chlorophenolicum
NC_015596.1	Sinorhizobium meliloti
NC_015600.1	Streptococcus pasteurianus
NC_015601.1	Erysipelothrix rhusiopathiae
NC_015602.1	Lactobacillus kefiranofaciens
NC_015633.1	Vibrio anguillarum
NC_015634.1	Bacillus coagulans
NC_015635.1	Microlunatus phosphovorus
NC_015637.1	Vibrio anguillarum
NC_015638.1	Lacinutrix sp.
NC_015656.1	Frankia symbiont
NC_015660.1	Parageobacillus thermoglucosidasius
NC_015663.1	Enterobacter aerogenes
NC_015671.1	Cellulomonas gilvus
NC_015672.1	Flexistipes sinusarabici
NC_015673.1	Corynebacterium resistens
NC_015675.1	Mesorhizobium opportunistum
NC_015677.1	Ramlibacter tataouinensis
NC_015678.1	Streptococcus parasanguinis
NC_015681.1	Thermodesulfatator indicus
NC_015682.1	Thermodesulfobacterium geofontis
NC_015683.1	Corynebacterium ulcerans
NC_015684.1	Oligotropha carboxidovorans
NC_015687.1	Clostridium acetobutylicum
NC_015690.1	Paenibacillus mucilaginosus
NC_015696.1	Francisella sp.
NC_015697.1	Lactobacillus reuteri
NC_015702.1	Parachlamydia acanthamoebae
NC_015703.1	Runella slithyformis
NC_015707.1	Pseudothermotoga thermarum
NC_015709.1	Zymomonas mobilis
NC_015711.1	Myxococcus fulvus
NC_015713.1	Simkania negevensis
NC_015717.1	Hyphomicrobium sp.
NC_015722.1	Candidatus Midichloria
NC_015723.1	Cupriavidus necator
