#ID	ACCESSION	ORGANISM	START	END	SEQUENCE	INSERTION	REFERENCE	DETECTION
274	NC_008463.1		1924272	1941371				islandpick=100.0;SIGI-HMM=0.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
275	NC_005139.1	Vibrio vulnificus YJ016 chromosome I, complete sequence.	1608282	1631390				
276	NC_007613.1	Shigella boydii Sb227	987674	991884				
277	NC_006155.1	Yersinia pseudotuberculosis IP 32953	2148212	2166586				
278	NC_010184.1	Bacillus weihenstephanensis KBAB4	3472750	3477168				
279	NC_005945.1	Bacillus anthracis str. Sterne	4998630	5005300				
280	NC_007530.2	Bacillus anthracis str. Ames Ancestor	5003155	5011993				
281	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1900412	1911374				
282	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	493351	500330				
283	NC_010322.1		2471008	2482264				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
284	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	431413	435998				
285	NC_008253.1	Escherichia coli 536	4007740	4015904				
286	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	976793	981997				
287	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	2005638	2017317				
288	NC_009485.1		2682055	2694923				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
289	NC_007005.1	Pseudomonas syringae pv. syringae B728a	2671889	2678295				
290	NC_008750.1	Shewanella sp. W3-18-1	736931	749604				
291	NC_004722.1	Bacillus cereus ATCC 14579	2392474	2411647				
292	NC_010501.1		4365618	4393995				islandpick=100.0;SIGI-HMM=26.7;Centroid=0.0;DIMOB=26.5;PAI_IDA=0.0;DINUC=64.0;Alien_Hunter=58.9
293	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2160283	2176549				
294	NC_006905.1		4361767	4372459				islandpick=100.0;SIGI-HMM=1.4;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
295	NC_004722.1	Bacillus cereus ATCC 14579	5010147	5030274				
296	NC_009665.1	Shewanella baltica OS185	5040136	5054369				
297	NC_009342.1	Corynebacterium glutamicum R	599593	611763				
298	NC_008258.1		3957478	3967089				islandpick=100.0;SIGI-HMM=15.5;Centroid=0.0;DIMOB=68.4;PAI_IDA=0.0;DINUC=68.4;Alien_Hunter=100.0
299	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	3131440	3138790				
300	NC_010410.1	Acinetobacter baumannii AYE	1318305	1340789				
301	NC_008819.1	Prochlorococcus marinus str. NATL1A	795090	805533				
302	NC_010322.1	Pseudomonas putida GB-1	5308735	5323342				
303	NC_009485.1	Bradyrhizobium sp. BTAi1	1983217	1994754				
304	NC_009052.1	Shewanella baltica OS155	2330086	2335770				
305	NC_008258.1	Shigella flexneri 5 str. 8401	324413	333839				
306	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	4504153	4513645				
307	NC_007005.1		1669427	1678863				islandpick=100.0;SIGI-HMM=93.0;Centroid=27.3;DIMOB=65.1;PAI_IDA=100.0;DINUC=65.1;Alien_Hunter=100.0
308	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	3098599	3107131				
309	NC_004431.1	Escherichia coli CFT073	3511093	3532820				
310	NC_010322.1		1835095	1859357				islandpick=100.0;SIGI-HMM=94.8;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
311	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	2702599	2720706				
312	NC_002695.1	Escherichia coli O157:H7 str. Sakai	310627	323513			Hayashi et al., 2001, DNA Res	
313	NC_007530.2	Bacillus anthracis str. Ames Ancestor	472370	483188				
314	NC_009445.1	Bradyrhizobium sp. ORS278	4983326	4988454				
315	NC_009801.1	Escherichia coli E24377A	1437050	1448314				
316	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	3206994	3219689				
317	NC_008750.1	Shewanella sp. W3-18-1	386954	394093				
318	NC_004368.1		1395289	1419011				islandpick=100.0;SIGI-HMM=42.9;Centroid=0.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=41.1;Alien_Hunter=100.0
319	NC_002655.2		1865988	1874594				islandpick=100.0;SIGI-HMM=22.9;Centroid=0.0;DIMOB=88.3;PAI_IDA=0.0;DINUC=88.3;Alien_Hunter=100.0
320	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	395982	403705				
321	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	771732	777921				
322	NC_009256.1		3599765	3616383				islandpick=100.0;SIGI-HMM=97.4;Centroid=0.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
323	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	242707	249331				
324	NC_007613.1	Shigella boydii Sb227	1614098	1622694				
325	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	4532522	4552158				
326	NC_007793.1		1553008	1573103				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
327	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1370470	1384332				
328	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	2962963	2970049				
329	NC_008595.1	Mycobacterium avium 104	2555816	2560762				
330	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	2365263	2378474				
331	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	1186542	1215893				
332	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	2779508	2788460				
333	NC_007606.1	Shigella dysenteriae Sd197	406150	418491				
334	NC_009708.1		784575	801706				islandpick=100.0;SIGI-HMM=13.3;Centroid=90.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
335	NC_006155.1	Yersinia pseudotuberculosis IP 32953	2209918	2219722				
336	NC_010334.1	Shewanella halifaxensis HAW-EB4	2922852	2926862				
337	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	221571	233200				
338	NC_008563.1	Escherichia coli APEC O1	3380652	3387570				
339	NC_007778.1	Rhodopseudomonas palustris HaA2	1689289	1700396				
340	NC_008253.1	Escherichia coli 536	337817	342337				
341	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	527876	538303				
342	NC_009485.1	Bradyrhizobium sp. BTAi1	2595062	2604650				
343	NC_007958.1	Rhodopseudomonas palustris BisB5	4052416	4056876				
344	NC_003198.1		4409569	4428221				islandpick=100.0;SIGI-HMM=45.4;Centroid=0.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
345	NC_007958.1	Rhodopseudomonas palustris BisB5	2807038	2816512				
346	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	2368617	2372943				
347	NC_009801.1		1437189	1448314				islandpick=100.0;SIGI-HMM=23.6;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
348	NC_009504.1	Brucella ovis ATCC 25840 chromosome II, complete sequence.	507058	519790				
349	NC_008563.1	Escherichia coli APEC O1	2060009	2067846				
350	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	2234998	2244190				
351	NC_009512.1	Pseudomonas putida F1	3109634	3117680				
352	NC_008463.1		4313536	4326917				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
353	NC_004741.1	Shigella flexneri 2a str. 2457T	725259	741603				
354	NC_008322.1	Shewanella sp. MR-7	656347	668193				
355	NC_010501.1	Pseudomonas putida W619	2519998	2552753				
356	NC_010501.1	Pseudomonas putida W619	2404286	2413640				
357	NC_010322.1	Pseudomonas putida GB-1	3321015	3333162				
358	NC_009708.1	Yersinia pseudotuberculosis IP 31758	2470990	2482703				
359	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	3539184	3545007				
360	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1790449	1795001				
361	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	3712278	3720403				
362	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1775044	1788739				
363	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	2440004	2458906				
364	NC_009445.1	Bradyrhizobium sp. ORS278	1470981	1475544				
365	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	3180875	3196577				
366	NC_010322.1	Pseudomonas putida GB-1	3154963	3170568				
367	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	2365240	2378966				
368	NC_010498.1	Escherichia coli SECEC SMS-3-5	1123777	1135740				
369	NC_007530.2		4841878	4858512				islandpick=100.0;SIGI-HMM=23.8;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=21.4;Alien_Hunter=65.4
370	NC_009665.1	Shewanella baltica OS185	2332821	2342724				
371	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	5195418	5204222				
372	NC_010582.1	Streptococcus pneumoniae CGSP14	1266101	1278753				
373	NC_006155.1	Yersinia pseudotuberculosis IP 32953	1433141	1441134				
374	NC_009512.1	Pseudomonas putida F1	3240273	3244854				
375	NC_010410.1	Acinetobacter baumannii AYE	3257259	3263727				
376	NC_010612.1	Mycobacterium marinum M	1703711	1714688				
377	NC_007384.1	Shigella sonnei Ss046	922327	933845				
378	NC_008321.1	Shewanella sp. MR-4	2465209	2474510				
379	NC_008253.1		4759317	4770213				islandpick=100.0;SIGI-HMM=100.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
380	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	3572091	3608524				
381	NC_009512.1		2113777	2122986				islandpick=100.0;SIGI-HMM=89.9;Centroid=97.6;DIMOB=0.0;PAI_IDA=100.0;DINUC=89.9;Alien_Hunter=100.0
382	NC_009997.1	Shewanella baltica OS195	2420071	2430010				
383	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	2900977	2925913				
384	NC_004722.1		5010147	5018295				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
385	NC_009485.1	Bradyrhizobium sp. BTAi1	1638331	1664543				
386	NC_007005.1	Pseudomonas syringae pv. syringae B728a	5359014	5364843				
387	NC_008611.1		3588934	3597094				islandpick=100.0;SIGI-HMM=17.4;Centroid=100.0;DIMOB=69.7;PAI_IDA=100.0;DINUC=69.7;Alien_Hunter=100.0
388	NC_009256.1		2317920	2337067				islandpick=100.0;SIGI-HMM=66.5;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
389	NC_007778.1	Rhodopseudomonas palustris HaA2	1719974	1751002				
390	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	1624853	1633341				
391	NC_009487.1	Staphylococcus aureus subsp. aureus JH9	1097405	1114035				
392	NC_010322.1		3709626	3717895				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
393	NC_007432.1	Streptococcus agalactiae A909	457777	462322				
394	NC_010322.1	Pseudomonas putida GB-1	3606475	3612885				
395	NC_009901.1	Shewanella pealeana ATCC 700345	5106242	5118313				
396	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1871772	1877128				
397	NC_010501.1	Pseudomonas putida W619	3734094	3738594				
398	NC_008750.1	Shewanella sp. W3-18-1	454304	477422				
399	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	2483184	2487464				
400	NC_009438.1		279024	287601				islandpick=100.0;SIGI-HMM=100.0;Centroid=100.0;DIMOB=89.3;PAI_IDA=0.0;DINUC=89.3;Alien_Hunter=100.0
401	NC_009080.1	Burkholderia mallei NCTC 10247 chromosome I, complete sequence.	625101	630180				
402	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1521249	1529419				
403	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	1408305	1414411				
404	NC_010410.1	Acinetobacter baumannii AYE	1898726	1907642				
405	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2163038	2176999				
406	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	3073055	3078857				
407	NC_009438.1	Shewanella putrefaciens CN-32	269982	278967				
408	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	4516461	4530447				
409	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1477050	1491024				
410	NC_009485.1	Bradyrhizobium sp. BTAi1	6820691	6825130				
411	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	6339721	6349219				
412	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	340863	346517				
413	NC_007946.1	Escherichia coli UTI89	4788081	4816430				
414	NC_008750.1	Shewanella sp. W3-18-1	3366901	3377054				
415	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1553178	1557810				
416	NC_007946.1	Escherichia coli UTI89	345439	351440				
417	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	1186312	1213629				
418	NC_006511.1	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	1256060	1260486				
419	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	2759629	2768828				
420	NC_007005.1	Pseudomonas syringae pv. syringae B728a	132049	137564				
421	NC_009445.1	Bradyrhizobium sp. ORS278	449143	458925				
422	NC_003198.1		4519045	4536621				islandpick=100.0;SIGI-HMM=85.4;Centroid=0.0;DIMOB=85.6;PAI_IDA=90.8;DINUC=85.6;Alien_Hunter=100.0
423	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	396887	410217				
424	NC_010322.1	Pseudomonas putida GB-1	1955866	1982573				
425	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	3113037	3130850				
426	NC_004631.1		4394219	4412871				islandpick=100.0;SIGI-HMM=45.4;Centroid=0.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
427	NC_003997.3	Bacillus anthracis str. Ames	3762449	3772343				
428	NC_003485.1	Streptococcus pyogenes MGAS8232	598810	609194				
429	NC_007946.1	Escherichia coli UTI89	5026410	5033392				
430	NC_007005.1		3093377	3101902				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
431	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1246012	1308719			Hayashi et al., 2001, DNA Res	
432	NC_009080.1	Burkholderia mallei NCTC 10247 chromosome I, complete sequence.	1382430	1391198				
433	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2814101	2830059				
434	NC_002947.3		2162619	2173664				islandpick=100.0;SIGI-HMM=84.7;Centroid=84.9;DIMOB=100.0;PAI_IDA=78.4;DINUC=100.0;Alien_Hunter=100.0
435	NC_010582.1	Streptococcus pneumoniae CGSP14	1727671	1739366				
436	NC_005139.1	Vibrio vulnificus YJ016 chromosome I, complete sequence.	2210536	2225441				
437	NC_007005.1	Pseudomonas syringae pv. syringae B728a	2960702	2979031				
438	NC_009997.1	Shewanella baltica OS195	905287	913298				
439	NC_009997.1	Shewanella baltica OS195	3449653	3456674				
440	NC_007005.1		5000247	5010063				islandpick=100.0;SIGI-HMM=76.5;Centroid=99.4;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=99.7
441	NC_009801.1	Escherichia coli E24377A	830642	836046				
442	NC_010322.1	Pseudomonas putida GB-1	3076469	3084063				
443	NC_008595.1	Mycobacterium avium 104	1939163	1952036				
444	NC_007510.1		3345457	3364671				islandpick=100.0;SIGI-HMM=95.4;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
445	NC_007606.1	Shigella dysenteriae Sd197	1008804	1012835				
446	NC_007530.2	Bacillus anthracis str. Ames Ancestor	3762576	3772470				
447	NC_004578.1		4065730	4076425				islandpick=100.0;SIGI-HMM=52.9;Centroid=78.8;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
448	NC_009801.1	Escherichia coli E24377A	1066839	1074753				
449	NC_007005.1		2192661	2206675				islandpick=100.0;SIGI-HMM=99.2;Centroid=76.2;DIMOB=0.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
450	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	4674633	4679834				
451	NC_010159.1	Yersinia pestis Angola	4310495	4315276				
452	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1669169	1675338				
453	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	4912481	4934295				
454	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	856620	868959				
455	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	1415245	1432070				
456	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	2876983	2885352				
457	NC_007946.1	Escherichia coli UTI89	4034114	4038910				
458	NC_008595.1		5184253	5195298				islandpick=100.0;SIGI-HMM=70.6;Centroid=0.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=0.0;Alien_Hunter=100.0
459	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	788055	793987				
460	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	914662	919223				
461	NC_007778.1	Rhodopseudomonas palustris HaA2	143129	155603				
462	NC_007946.1	Escherichia coli UTI89	4280185	4296248				
463	NC_008595.1		5200966	5216954				islandpick=100.0;SIGI-HMM=100.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=0.0;Alien_Hunter=100.0
464	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	426276	430834				
465	NC_007946.1		4805572	4815653				islandpick=100.0;SIGI-HMM=63.4;Centroid=24.1;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
466	NC_005945.1		4843089	4859723				islandpick=100.0;SIGI-HMM=23.8;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=25.9;Alien_Hunter=65.4
467	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	5209884	5216450				
468	NC_007761.1	Rhizobium etli CFN 42	3051925	3064514				
469	NC_009665.1	Shewanella baltica OS185	2354372	2368451				
470	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	1606615	1610829				
471	NC_004431.1	Escherichia coli CFT073	4919569	4971387			Lloyd et al., 2007 J Bacteriol	
472	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1521421	1525623				
473	NC_005773.3		4296400	4308962				islandpick=100.0;SIGI-HMM=27.2;Centroid=76.4;DIMOB=36.1;PAI_IDA=100.0;DINUC=36.1;Alien_Hunter=100.0
474	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	2148014	2152843				
475	NC_009485.1	Bradyrhizobium sp. BTAi1	1048866	1067910				
476	NC_008321.1	Shewanella sp. MR-4	3910159	3914557				
477	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	2144915	2165892				
478	NC_010498.1	Escherichia coli SECEC SMS-3-5	3289131	3298290				
479	NC_002695.1	Escherichia coli O157:H7 str. Sakai	3194299	3205055				
480	NC_003197.1		4735655	4746586				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
481	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	4681607	4689431				
482	NC_009512.1		3049808	3060112				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=2.1
483	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	1995195	2002433				
484	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	3838782	3847056				
485	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	5303953	5315575				
486	NC_008321.1	Shewanella sp. MR-4	3839059	3850188				
487	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	3176274	3180785				
488	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	2653362	2671444				
489	NC_009438.1	Shewanella putrefaciens CN-32	4623976	4646062				
490	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	2493557	2509436				
491	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1336622	1343424				
492	NC_007606.1	Shigella dysenteriae Sd197	4032016	4036873				
493	NC_007434.1		1781046	1791894				islandpick=100.0;SIGI-HMM=2.9;Centroid=54.3;DIMOB=0.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
494	NC_007005.1	Pseudomonas syringae pv. syringae B728a	2570177	2577713				
495	NC_008577.1	Shewanella sp. ANA-3 chromosome 1, complete sequence.	2435620	2442696				
496	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	3197232	3206371				
497	NC_009665.1	Shewanella baltica OS185	2482092	2501913				
498	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	881810	887140				
499	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	2330254	2342946				
500	NC_007793.1	Staphylococcus aureus subsp. aureus USA300	2121537	2127477				
501	NC_007613.1	Shigella boydii Sb227	645085	650757				
502	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2075625	2080481				
503	NC_009445.1	Bradyrhizobium sp. ORS278	7212481	7217026				
504	NC_010465.1	Yersinia pseudotuberculosis YPIII	683851	690832				
505	NC_004431.1		4919335	4938192				islandpick=100.0;SIGI-HMM=38.7;Centroid=0.0;DIMOB=83.0;PAI_IDA=0.0;DINUC=83.0;Alien_Hunter=100.0
506	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2835867	2850009				
507	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	159308	164784				
508	NC_009632.1	Staphylococcus aureus subsp. aureus JH1	379998	392491				
509	NC_009512.1	Pseudomonas putida F1	3501028	3505721				
510	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	1982007	1990570				
511	NC_008577.1	Shewanella sp. ANA-3 chromosome 1, complete sequence.	3489934	3497629				
512	NC_007005.1	Pseudomonas syringae pv. syringae B728a	4219760	4224581				
513	NC_002947.3		3192695	3200993				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
